Loading weights:   0%|          | 0/398 [00:00<?, ?it/s]Loading weights: 100%|██████████| 398/398 [00:00<00:00, 12405.03it/s]
[ours] loaded 324 steer tensors; prefix_write=True; cfg=PrefixSteerConfig(num_prefix_tokens=64, sliding_window_size=256, mem_num_heads=8, mem_head_dim=64, steer_mode='deltamem', normal_attends_prefix=True, prefix_sees_query=True, prefix_init_std=0.7, prefix_init_dist='normal', prefix_write=True, read_prefix_only=False, memory_mode='dynamic', write_ctx_only=True, prefix_write_layout='global', prefix_write_overlap_tokens=0, pool_reads=True, pool_gate=False, pool_gate_input='rm', pool_gate_max=2.0, pool_gate_bias=0.0, steer_layers=(), prefix_layers=(), steer_gain=0.1, share_qkv=False, memory_value_source='trainable', delta_heads='qkvo', delta_rank=0, read_proj_dim=0, output_fusion='fixed', o_fusion_position='pre_o', output_fusion_eps=1e-06, output_fusion_scale_max=10.0, fusion_lambda_init=0.1, fusion_lambda_max=1.0, fusion_ema_momentum=0.99, history_pool_mode='none', hybrid_read_mode='none', hybrid_prefix_gate_mode='fixed', hybrid_prefix_gate_init=0.1)
Using the latest cached version of the dataset since hotpotqa/hotpot_qa couldn't be found on the Hugging Face Hub (offline mode is enabled).
Found the latest cached dataset configuration 'distractor' at /home/mingze/.cache/huggingface/datasets/hotpotqa___hotpot_qa/distractor/0.0.0/1908d6afbbead072334abe2965f91bd2709910ab (last modified on Wed Aug 12 07:46:01 2026).
[shard 0] 3703 examples
[shard 0] 20/3703 baseF1=0.727 oursF1=0.793 (0.3m)
[shard 0] 40/3703 baseF1=0.716 oursF1=0.722 (0.6m)
[shard 0] 60/3703 baseF1=0.623 oursF1=0.637 (1.0m)
[shard 0] 80/3703 baseF1=0.598 oursF1=0.642 (1.2m)
[shard 0] 100/3703 baseF1=0.593 oursF1=0.607 (1.6m)
[shard 0] 120/3703 baseF1=0.601 oursF1=0.607 (1.9m)
[shard 0] 140/3703 baseF1=0.585 oursF1=0.602 (2.2m)
[shard 0] 160/3703 baseF1=0.568 oursF1=0.597 (2.6m)
[shard 0] 180/3703 baseF1=0.566 oursF1=0.593 (3.0m)
[shard 0] 200/3703 baseF1=0.561 oursF1=0.587 (3.4m)
[shard 0] 220/3703 baseF1=0.576 oursF1=0.596 (3.7m)
[shard 0] 240/3703 baseF1=0.580 oursF1=0.594 (4.0m)
[shard 0] 260/3703 baseF1=0.587 oursF1=0.610 (4.3m)
[shard 0] 280/3703 baseF1=0.590 oursF1=0.604 (4.5m)
[shard 0] 300/3703 baseF1=0.599 oursF1=0.610 (4.9m)
[shard 0] 320/3703 baseF1=0.598 oursF1=0.606 (5.2m)
[shard 0] 340/3703 baseF1=0.602 oursF1=0.610 (5.5m)
[shard 0] 360/3703 baseF1=0.603 oursF1=0.616 (5.8m)
[shard 0] 380/3703 baseF1=0.590 oursF1=0.605 (6.1m)
[shard 0] 400/3703 baseF1=0.588 oursF1=0.607 (6.4m)
[shard 0] 420/3703 baseF1=0.586 oursF1=0.608 (6.7m)
[shard 0] 440/3703 baseF1=0.588 oursF1=0.611 (6.9m)
[shard 0] 460/3703 baseF1=0.589 oursF1=0.617 (7.1m)
[shard 0] 480/3703 baseF1=0.596 oursF1=0.624 (7.4m)
[shard 0] 500/3703 baseF1=0.589 oursF1=0.624 (7.6m)
